sample_no,tar,cao,mgo,s0_95,s95_385,s385_1000,factory
DOL01-286-FRM,14010617,59.6,32.4,0,0,0,FRM
DOL01-287-FRM,14010617,59.2,32.5,0,0,0,FRM
DOL01-290-FRM,14010618,60,33.8,0,0,0,FRM
DOL01-294-FRM,14010619,60.6,32.3,0,0,0,FRM
DOL01-296-FRM,14010620,57.7,34.2,2,98,0,FRM
DOL01-299-FRM,14010621,57.2,34.3,1,99,0,FRM
DOL01-300-FRM,14010622,57.1,34.2,3,97,0,FRM
DOL01-303-FRM,14010623,57.7,34.2,2,98,0,FRM
DOL01-305-FRM,14010624,58,33.7,3,97,0,FRM
DOL01-306-FRM,14010624,57.4,34,0,0,0,FRM
DOL01-309-FRM,14010625,57.6,34.2,3,97,0,FRM
DOL01-310-FRM,14010625,57.3,34.3,0,0,0,FRM
DOL01-312-FRM,14010626,57.7,34.2,6,94,0,FRM
DOL01-313-FRM,14010627,57.8,34.3,1,92,7,FRM
DOL01-315-FRM,14010628,57.7,34.2,4,96,0,FRM
DOL01-318-FRM,14010629,58.3,33.8,1,99,0,FRM
DOL01-332-FRM,14010702,56.9,34.1,5,95,0,FRM
DOL01-335-FRM,14010704,58.4,33.9,3,92,5,FRM
DOL01-347-FRM,14010708,59.1,33.3,3,97,0,FRM
DOL01-349-ARD,14010709,46.8,33.2,3,97,0,Zareh Shahi (Ardakan)
DOL01-350-ARD,14010709,45.9,33,0,0,0,Zareh Shahi (Ardakan)
DOL01-351-ARD,14010709,46.3,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL01-354-ARD,14010710,46.9,32.5,3,97,0,Zareh Shahi (Ardakan)
DOL01-355-ARD,14010710,46.4,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL01-358-ARD,14010711,45.9,33,3,97,0,Zareh Shahi (Ardakan)
DOL01-359-ARD,14010712,46.3,33.3,3,97,0,Zareh Shahi (Ardakan)
DOL01-363-ARD,14010713,46,32.7,4,96,0,Zareh Shahi (Ardakan)
DOL01-364-ARD,14010714,46.3,32.5,2,98,0,Zareh Shahi (Ardakan)
DOL01-367-ARD,14010715,45.8,32.9,2,98,0,Zareh Shahi (Ardakan)
DOL01-370-ARD,14010716,46.8,32.8,3,97,0,Zareh Shahi (Ardakan)
DOL01-375-ARD,14010717,46,32.6,3,97,0,Zareh Shahi (Ardakan)
DOL01-376-ARD,14010717,46.3,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL01-378-ARD,14010718,46.8,32.5,3,97,0,Zareh Shahi (Ardakan)
DOL01-379-ARD,14010719,46,32.6,2,98,0,Zareh Shahi (Ardakan)
DOL01-382-ARD,14010720,45.9,32.6,3,97,0,Zareh Shahi (Ardakan)
DOL01-384-ARD,14010721,46.4,32.5,2,98,0,Zareh Shahi (Ardakan)
DOL01-387-ARD,14010722,46.9,32.1,3,97,0,Zareh Shahi (Ardakan)
DOL01-389-ARD,14010723,46.3,32.5,4,96,0,Zareh Shahi (Ardakan)
DOL01-390-ARD,14010723,45.8,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL01-393-ARD,14010724,46.3,32.4,4,96,0,Zareh Shahi (Ardakan)
DOL01-394-ARD,14010724,45.8,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL01-395-ARD,14010724,45.8,32.9,0,0,0,Zareh Shahi (Ardakan)
